book_title,book_author,book_translator,book_pub_date,book_isbn
"팟캐스트 나는 프로그래머다: 뉴욕, 서울, 도쿄 개발자의 촌철살인 IT 이야기","임백준 , 정도현 , 김호광 ",,2015-10-19,9788968482281
"IT CookBook, 파워포인트 2016",김지연 ,,2019-06-29,9791156644514
"IT CookBook,  문제해결을 위한 컴퓨팅 사고와 파이썬",김지연 ,,2021-05-31,9791156645375
"IT CookBook, 액세스 2019로 배우는 데이터베이스 기초와 실습",김지연 ,,2020-09-28,9791156645054
"IT CookBook, 엑셀과 파워포인트 2019",김지연 ,,2022-01-03,9791156645863
"IT CookBook, C로 배우는 쉬운 자료구조(4판)",이지영 ,,2021-06-30,9791156645412
OpenGL Super Bible(개정6판),"그라함 샐러스 , 리처드 S. 라이트 주니어 , 니콜라스 히멜 ","이중기 , 최지호 ",2015-07-23,9788968482045
bash를 활용한 사이버 보안 운영,"폴 트론코네 , 칼 앨빙 ",류광 ,2020-03-02,9791162242810
"IT CookBook, 데이터 과학 기반의 파이썬 빅데이터 분석",이지영 ,,2020-12-30,9791156645078
BPF로 리눅스 관측 가능성 향상하기,"데이비드 칼라베라 , 로렌초 폰타나 ",류광 ,2020-05-01,9791162243053
유연한 소프트웨어를 만드는 설계 원칙,"크리스 핸슨 , 제럴드 제이 서스먼 ",류광 ,2022-03-30,9791162245408
자바 퍼즐러 : 세상에서 가장 재미있는 자바 책,"조슈아 블로크 , 닐 개프터 ",윤인성 ,2014-12-27,9788968481444
유니티로 배우는 게임 수학,구부키 류이치 ,김성재 ,2016-08-01,9788968485008
핸즈온 해킹,"매슈 히키 , 제니퍼 아커리 ",류광 ,2021-09-27,9791162244746
이공계생을 위한 확률과 통계 : Forward-Looking Probability and Statistics,안승철 ,,2014-07-10,9791156641223
"IT CookBook, 인터넷 윤리","최희식 , 김상균 ",,2016-08-26,9791156642503
세가의 신입 사원 교육 과정에서 배우는 게임 프로그래밍의 정석,히라야마 타카시 ,김성훈 ,2012-02-25,9788979148992
Head First Android Development : 개념과 구조를 머릿속에 그려주는 안드로이드 개발 입문서(개정판),"돈 그리피스 , 데이비드 그리피스 ",우정은 ,2018-07-15,9791162240953
Head First C : 내공 있는 C 프로그래머로 이끌어주는 착한 안내서,"데이빗 그리피스 , 돈 그리피스 ",강권학 ,2012-11-08,9788979149760
"게임 만드는 사람들의 리얼 수다 : 개발 경력 도합 150년, 게임 개발자 17인을 만나다",박민영 ,,2014-11-27,9788968481437
배워서 바로 쓰는 14가지 AWS 구축 패턴,가와카미 아키히사 ,정도현 ,2020-03-01,9791162242841
테크니컬 아티스트를 위한 최고의 교과서 : 내공 있는 CG 아티스트로 이끌어주는 체계적인 입문서,"카츠라 요스케 , 요츠쿠라 타츠오 , 마크 살바티 ",서재우 ,2014-05-16,9788968481017
프로그래머 첫걸음,코리 알트호프 ,한선용 ,2018-01-02,9791162240380
만약 헤밍웨이가 자바스크립트로 코딩한다면,앵거스 크롤 ,김나솔 ,2016-11-04,9788968484742
파이썬으로 웹 크롤러 만들기(2판) : 초간단 나만의 웹 크롤러로 원하는 데이터를 가져오는 방법,라이언 미첼 ,한선용 ,2019-03-29,9791162241639
엑셀이 편해지는 파이썬,펠릭스 춤슈타인 ,한선용 ,2022-04-20,9791162245545
파이썬을 활용한 베이지안 통계: 동전 던지기와 하키 승률로 배우는 데이터 분석,앨런 B. 다우니 ,권정민 ,2014-07-14,9788968481147
컨테이너 보안,리즈 라이스 ,류광 ,2021-02-01,9791162243923
한 권으로 끝내는 Node & Express(2판),이선 브라운 ,한선용 ,2021-05-01,9791162244227
나의 첫 파이썬(2판),에릭 마테스 ,한선용 ,2020-07-01,9791162243060
공학과 경영,김상균 ,,2016-07-07,9791156642626
게임 프로그래밍 패턴,로버트 나이스트롬 ,박일 ,2016-06-01,9788968482878
이것이 MySQL이다(개정판),우재남 ,,2020-05-10,9791162242780
"Blog2Book, 고객을 사로잡는 매력적인 제안서와 창의적인 제안팀 이야기","류현주 , 박민영 ",,2009-03-04,9788979146608
게임 디자인 레벨업 가이드(개정2판) : 유저가 열광하는 위대한 게임을 만드는 기획,스콧 로저스 ,"정하율 , 강권학 , 김경태 , 우정은 ",2015-12-02,9788968482380
실전 AWS 워크북,가와카미 아키히사 ,정도현 ,2017-09-01,9788968488726
위대한 게임 위대한 기획자,"박찬일 , 최기운 ",,2014-07-14,9788968481130
게임 컨셉 아트 디자인 북 : 디지털 드로잉부터 게임 배경 원화 제작까지,안홍일 ,,2014-06-24,9788968481062
이것이 C 언어다,서현우 ,,2014-05-20,9788968481024
자바스크립트를 말하다 : 가장 간결하면서도 완벽한 자바스크립트 입문서,악셀 라우슈마이어 ,한선용 ,2014-09-12,9788968481192
"IT CookBook, 코틀린을 활용한 안드로이드 프로그래밍","우재남 , 유혜림 ",,2020-06-19,9791156644965
딥러닝과 바둑,"막스 펌펄라 , 케빈 퍼거슨 ",권정민 ,2020-06-01,9791162243152
"STEM CookBook, 이공계생을 위한 확률과 통계(2판)","안승철 , 이광연 , 박기섭 ",,2021-06-07,9791156645405
이것이 우분투 리눅스다(개정판),우재남 ,,2020-11-02,9791162243589
파이썬으로 웹 크롤러 만들기,라이언 미첼 ,한선용 ,2016-12-01,9788968484698
뇌를 자극하는 C 프로그래밍,서현우 ,,2005-10-01,8979143443
창의적 공학설계(개정판),김은경 ,,2016-01-08,9791156642381
타라 아트(TAHRA ART),김경환(Tahra) ,,2013-07-28,9788968480355
만들면서 배우는 언리얼 게임 프로그래밍 : 횡 스크롤 액션 게임 + 타워 디펜스 TPS 액션 게임,"오사와 료스케 , 이즈카 켄스케 ",윤준 ,2015-04-27,9788968481956
회사에서 바로 통하는 돋보이는 기획서,이시오카 히로쿠니 ,전경아 ,2009-01-14,9788996185512
"IT CookBook, 파이썬 자료구조와 알고리즘 for Beginner",우재남 ,,2021-01-23,9791156645252
아마존 웹 서비스 인 액션,"안드레아스 비티히, 미하엘 비티히 ",모파상(백영상) ,2017-05-01,9788968483585
재미있는 게임을 만드는 게임 밸런스 이야기,손형률 ,,2014-04-27,9788968480294
정유진의 웹 2.0 기획론: 강력한 웹 2.0 서비스를 만드는 13개의 키워드,정유진 ,,2006-12-15,8979144555
지금 당장 기획공부 시작하라,박경수 ,,2014-06-11,9788994120812
크리스 크로퍼드의 인터랙티브 스토리텔링,크리스 크로퍼드 ,최향숙 ,2015-12-01,9788968482403
"IT CookBook, 난생처음 파이썬 프로그래밍","우재남 , 최민아 ",,2021-06-28,9791156645528
혼자 공부하는 C 언어,서현우 ,,2019-06-10,9791162241868
NCS를 기반으로 한 직무 기초수학,"이광연 , 조성훈 , 최상일 ",,2018-10-05,9791156644002
혼자 공부하는 SQL,우재남 ,,2021-11-01,9791162244739
MATLAB으로 배우는 선형대수학 : Linear Algebra with MATLAB,"이광연 , 설한국 ",,2015-06-10,9791156641841
"IT CookBook, Android Studio를 활용한 안드로이드 프로그래밍(7판)","우재남 , 박길식 ",,2022-01-22,9791156645849
타라아트2,김경환 ,,2016-05-03,9788968482816
"STEM CookBook, 기초 선형대수학(2판)","이광연 , 설한국 , 김진수 ",,2021-06-07,9791156645399
"IT CookBook, 파이썬 for Beginner(3판)",우재남 ,,2022-01-03,9791156645740
설계 프로세스로 배우는 창의적 공학설계,노승환 ,,2014-06-27,9791156641094
"IT CookBook, C 언어 for Beginner 4판",우재남 ,,2022-01-03,9791156645702
실전으로 배우는 발명·특허,윤상원 ,,2014-06-30,9791156641162
"창의와 혁신의 시크릿, 트리즈 : Training How To Think Inventively",김은경 ,,2015-07-10,9791156641902
유니티 개발자를 위한 C#으로 온라인 게임 서버 만들기,이석현 ,,2015-05-07,9788968487484
창의적 공학설계(3판),김은경 ,,2020-07-10,9791156644934
누구나 쉽게 배우는 스칼라,고락윤 ,,2016-05-01,9788968488221
오래가는 UX 디자인: 모바일 시대의 제품 디자인 기본 원칙,반준철 ,,2013-01-24,9788979149982
오픈스택 인 액션,코디 범가드너 ,"강재준, 신원석, 오성근, 이준섭, 조영준 ",2016-10-01,9788968484865
누워서 읽는 알고리즘: 프로그래밍 상상력을 키워주는 알고리즘 이야기,임백준 ,,2015-10-16,9788968482274
공학 기초수학 : Basic Mathematics for Engineering,함남우 ,,2014-07-07,9791156641179
7가지 동시성 모델,폴 부처 ,임백준 ,2016-07-15,9788968482984
임백준의 아카 시작하기 : Akka 개념 잡기,임백준 ,,2015-10-29,9788968487897
창의융합 프로젝트 아이디어북 : Creative Convergence Capstone Design with PBL,조준동 ,,2015-06-10,9791156641858
기초 선형대수학 : BASIC LINEAR ALGEBRA,"이광연 , 설한국 , 김진수 ",,2013-11-02,9788998756642
행복한 프로그래밍(개정판),임백준 ,,2016-11-18,9788968484704
제대로 배우는 MATLAB,방성완 ,,2014-10-10,9791156641346
공학도라면 반드시 알아야 할 최소한의 수학,John Bird ,이재원 ,2017-09-30,9791156643333
기초수학 : Basic Mathematics,"이재원 , 박성욱 ",,2014-03-21,9791156641087
"IT CookBook, 웹 기획 기초와 설계(개정판) : 웹 사이트, 인터페이스, 디자인",강은정 ,,2013-09-15,9788998756604
"IT CookBook, 디지털 시스템 설계 및 실습 with VHDL & Verilog HDL",노승환 ,,2017-01-02,9791156642992
"You Don’t Know JS : 타입과 문법, 스코프와 클로저",카일 심슨 ,"이일웅 , 최병현 ",2017-07-01,9788968488528
"Blog2Book, 아는 만큼 보이는 데이터베이스 설계와 구축",이춘식 ,,2008-07-04,9788979145571
멀티 디바이스 UX 디자인 : 사물인터넷 생태계 경험을 지배하는 3가지 핵심 원리,미할 레빈 ,이미령 ,2014-11-12,9788968481307
10년차 디자이너에게 1:1로 배우는 편집 디자인 강의+인디자인,황지완 ,,2014-04-28,9788968480935
You Don’t Know JS : 스코프와 클로저,카일 심슨(Kyle Simpson) ,최병현 ,2014-08-29,9788968486333
모던 웹을 위한 실시간 사용자 경험(UX) 프로그래밍: 웹사이트에 인터랙티브를 더하는 마술,테드 로덴 ,백기선 ,2012-05-04,9788979149159
사물 인터넷 · 웨어러블 Ver 0.9: 새로운 IT 플랫폼을 완성하는 서비스 기획 · UX 가이드,송태민 ,,2015-03-28,9788968481635
안드로이드 멀티스레딩: 비동기 메커니즘으로 날렵하고 안정적인 앱 만들기,안데르스 예란손 ,한대희 ,2015-02-27,9788968481703
빠르게 훑어보는 구글 클라우드 플랫폼,"조대협 , 최명근 , 최유석 , 윤성재 , 김영균 ",,2016-08-23,9788968488399
공학 핵심수학(2판)  : 기초부터 심화까지 핵심만 쏙쏙,함남우 ,,2020-07-06,9791156644996
기초 미분적분학(개정판) : Pre Calculus,함남우 ,,2017-07-07,9791156643210
공학 핵심수학 : Core Mathematics for Engineering,함남우 ,,2015-01-01,9791156641438
You Don’t Know JS : 타입과 문법,카일 심슨(Kyle Simpson) ,이일웅 ,2015-05-26,9788968487507
팟캐스트 나는 프로그래머다 2탄,"임백준 , 정도현 , 김호광 ",,2016-06-23,9788968482908
임백준의 대살개문,임백준 ,,2016-04-28,9788968482748
"IT CookBook, 처음 만나는 디지털 논리회로","임석구 , 홍경호 ",,2016-07-25,9791156642633
"IT CookBook, VHDL을 이용한 FPGA 디지털 설계 : 실습부터 응용까지",노승환 ,,2014-01-28,9788998756833
"IT CookBook, VHDL을 이용한 디지털 회로 입문","나미키 히데아키 , 나가이 다카미치 ","김은성 , 이영희 ",2009-05-30,9788979146714
You Don't Know JS : this와 객체 프로토타입,카일 심슨(Kyle Simpson) ,이일웅 ,2015-08-27,9788968487743
빅데이터 처리를 위한 웹 개발 노하우 MongoDB와 PHP,스티브 프랜시아 ,최병현 ,2013-01-07,9788979149951
Designing Web Navigation : 사용자 경험 최적화를 위한 웹 내비게이션 설계 원칙,제임스 콜백 ,김소영 ,2008-03-01,9788979145588
"IT CookBook, 웹 디자인 이론과 실습",강은정 ,,2017-06-05,9791156643258
HTML5 보일러플레이트 : 크로스 브라우징과 반응형 웹을 위한 어비의 노하우,송태민 ,,2013-06-30,9788968486395
성능을 100% 끌어내는 멀티코어 애플리케이션 프로그래밍,대릴 고브 ,권오인 ,2012-06-28,9788979149289
미적분학,"Carol Ash , Robert B. Ash ","김광수 , 최형규 ",2016-01-21,9791156642343
"IT CookBook, 디지털 공학 : 논리회로의 설계 원리","김대정 , 모현선 ",,2013-12-02,9788998756765
"IT CookBook, 모바일 & 데스크톱을 위한 웹 기획 프로세스",강은정 ,,2018-11-25,9791156644323
맛있는 디자인 인디자인 CS6,황지완 ,,2012-11-28,9788979149814
"IT CookBook, 기초전자실험(개정판) : with PSpice",홍순관 ,,2016-06-10,9791156642589
모바일 보일러플레이트 : 모바일 웹 개발 실무를 위한 어비의 노하우,송태민 ,,2013-10-20,9788968486487
프라이버시와 빅데이터 : 빅데이터 시대의 개인정보보호와 사생활,"테렌스 크레이그 , 메리 루들로프 ","이춘식 , 김정환 ",2013-03-11,9788968486036
문과생도 이해하는 전기전자수학,야마시타 아키라 ,"박윤경 , 이현숙 ",2017-07-14,9791156643289
"IT CookBook, 디지털 실험 : with PSpice",홍순관 ,,2013-12-31,9788998756772
"IT CookBook, 디지털 논리회로 실험 : 120개의 기본 실험과 12개의 텀 프로젝트","임석구 , 홍경호 ",,2014-01-08,9788998756758
"IT EXPERT, 64비트 멀티코어 OS 원리와 구조 1권: OS 개발 60일 프로젝트",한승훈 ,,2011-07-23,9788979148367
"IT CookBook, C 언어로 배우는 8051 마이크로프로세서",임석구 ,,2014-07-28,9791156641278
"IT CookBook, 디지털 논리회로(개정3판) : 이론, 실습, 시뮬레이션","임석구 , 홍경호 ",,2015-07-07,9791156641889
"IT CookBook, 단계별로 따라하며 배우는 디지털 공학 실험","이승호 , 민경옥 ",,2013-08-21,9788998756499
"IT CookBook, 기초 전기전자 에센스","모현선 , 장성용 , 홍익표 ",,2016-12-31,9791156642978
안드로이드 시큐리티 인터널,니콜라이 옐렌코프 ,강권학 ,2015-06-27,9788968481970
이것이 편집디자인이다: 편집디자이너가 알아야 할 모든 것,김덕희(CDM The Big) ,,2012-06-18,9788979149340
NO BULLSHIT 선형대수학 가이드,Ivan Savov ,"김대정 , 모현선 , 배준우 ",2020-01-06,9791156644729
"IT EXPERT, 64비트 멀티코어 OS 원리와 구조 2권: OS 개발 60일 프로젝트",한승훈 ,,2011-07-23,9788979148374
"IT CookBook, 최신 컴퓨터 구조","임석구 , 홍경호 ",,2019-08-17,9791156644569
"IT CookBook, 처음 만나는 회로이론",방성완 ,,2016-01-12,9791156642350
"IT CookBook, 회로이론 : Circuits","Fawwaz T. Ulaby , Michel M. Maharbiz ","박병국 , 조성재 , 강인만 , 김중빈 ",2014-07-22,9791156641193
"IT CookBook, 손에 잡히는 데이터 통신",임석구 ,,2021-01-23,9791156645283
"IT CookBook, 마이크로컨트롤러 AVR ATmega128 : 상태도를 이용한 시스템 설계",이상설 ,,2013-07-02,9788998756376
"IT CookBook, 디지털 논리회로(개정판) : 이론, 실습, 시뮬레이션","임석구 , 홍경호 ",,2013-03-20,9788998756147
easy LED : 초보자를 위한 LED 가이드북,홍순관 ,,2017-01-02,9791156643005
"IT CookBook, 디지털 회로 실험 with PSpice",홍순관 ,,2021-01-15,9791156645122
"IT CookBook, 디지털 논리회로(4판)","임석구 , 홍경호 ",,2022-01-15,9791156645689
"IT CookBook, 기초 회로이론(개정판) : 선형회로해석의 기본 원리",최윤식 ,,2014-07-22,9791156641292
기초 미분적분학 : Pre Calculus,함남우 ,,2014-01-28,9788998756819
"IT CookBook, 디지털 논리회로 실험(2판)","홍경호 , 임석구 ",,2022-01-15,9791156645696
기초 공업수학,마인숙 ,,2017-02-28,9791156642985
전공이 보이는 미분적분학: FOR ELECTRICAL & ELECTRONIC ENGINEERS,장윤석 ,,2015-05-30,9791156641827
대학수학 Plus : University Mathematics,이재원 ,,2013-10-14,9788998756635
"IT CookBook, 원리로 이해하는 무선공학",홍익표 ,,2022-01-22,9791156645795
"IT CookBook, 기초전자실험 : with PSpice",홍순관 ,,2013-03-19,9788998756123
NO BULLSHIT 수학&물리 가이드,Ivan Savov ,권기영 ,2020-01-06,9791156644644
이자론 중심으로 배우는 금융수학 : 보험계리사 시험 대비,이재원 ,,2014-10-10,9791156641315
"IT CookBook, 전기전자공학 개론(개정 5판)",Stan Gibilisco ,"권기영 , 윤석범 , 정영배 ",2013-02-11,9788998756017
기초수학 : Basic Mathematics(2판),이재원 ,,2020-01-10,9791156644811
"IT CookBook, MATLAB으로 배우는 공학 수치해석",방성완 ,,2014-01-24,9788998756840
생생한 사례로 배우는 확률과 통계,이재원 ,,2016-07-15,9791156642619
"IT CookBook, 전기전자공학 개론(개정 6판)","Stan Gibilisco , Simon Monk ","권기영 , 조성재 , 유태훈 ",2017-11-30,9791156643661
"IT CookBook, 기초 회로이론(개정 2판)",최윤식 ,,2017-12-28,9791156643715
확률과 통계 입문 : Basic Probability & Statistics,이재원 ,,2017-07-10,9791156643227
공학도라면 반드시 알아야 할 최소한의 과학,John Bird ,권기영 ,2018-12-21,9791156644040
최신 공학수학 with Sage Ⅰ,"이상구 , 김영록 , 박준현 , 김응기 , 이재화 ",,2016-01-12,9791156642091
"IT CookBook, RF 및 초고주파 공학",카이 창(Kai Chang) ,홍익표 ,2014-03-12,9791156641063
"IT CookBook, 현대 반도체 소자 공학 : Modern Semiconductor Devices for Integrated Circuits",첸밍 후(Chenming Calvin Hu) ,"권기영 , 신형철 , 이종호 ",2013-08-13,9788998756390
MATLAB으로 배우는 공학수학 : Engineering Mathematics,소상균 ,,2014-01-28,9788998756871
최신 공학수학 with Sage Ⅱ,"이상구 , 김영록 , 박준현 , 김응기 , 이재화 ",,2016-01-12,9791156642107
"IT CookBook, 광통신 공학 : MATLAB과 함께하는 광통신 시스템",이종형 ,,2015-02-24,9791156641759
"IT CookBook, 핵심이 보이는 반도체 공학",권기영 ,,2015-12-18,9791156642077
You Don’t Know JS : 비동기와 성능,카일 심슨(Kyle Simpson) ,이일웅 ,2015-12-18,9788968487941
"IT CookBook, 전자기학 : ELECTROMAGNETICS","Arlon T. Adams , Jay Kyoon Lee(이재균) ","유태훈 , 허노정 ",2013-08-19,9788998756284
수식이 보이는 공학수학 : Engineering Mathematics (개정판),장윤석 ,,2018-06-20,9791156644026
제대로 배우는 MATLAB&Simulink,방성완 ,,2020-03-05,9791156644828
MATLAB으로 배우는 공학 수치해석(개정판),방성완 ,,2018-07-20,9791156643999
"IT CookBook, 실무로 완성하는 최신 안테나 공학 : 이론에서 실무까지","Yi Huang , Kevin Boyle ",유태훈 ,2014-07-14,9791156641155
SDL과 C++를 이용한 크로스 플랫폼 프로그래밍,박주항 ,,2015-07-28,9788968487712
C++ 개발자를 위한 WIN32 오픈소스 라이브러리 100,박주항 ,,2014-12-30,9788968487279
"IT CookBook, 처음 만나는 회로이론(2판)",방성완 ,,2021-07-02,9791156645474
MATLAB으로 배우는 공학수학 : Engineering Mathematics (개정판),소상균 ,,2018-04-05,9791156643869
"IT CookBook, 공업수학 : 기본 개념부터 응용까지",이준탁 ,,2015-02-16,9791156641742
수식이 보이는 공학수학 : Engineering Mathematics,장윤석 ,,2013-03-07,9788998756062
"IT CookBook, 개념이 보이는 물리전자공학",이현용 ,,2013-02-28,9788998756031
엔터프라이즈 자바 마이크로서비스,켄 피니건 ,오현석 ,2019-07-25,9791162242094
"IT CookBook, 원리로 이해하는 마이크로파 공학",홍익표 ,,2015-07-10,9791156641896
배워서 바로 쓰는 스프링 프레임워크,"애시시 사린 , 제이 샤르마 ",오현석 ,2020-05-01,9791162243046
"IT CookBook, 기초 전자기학 : Q&A로 쉽게 배우는 기본 원리","곽동주 , 김영학 , 신광호 ",,2013-03-28,9788998756192
자바 프로젝트 필수 유틸리티,"쇼다 츠야노 , 전민수 ",배효진 ,2018-05-01,9791162240700
"IT CookBook, 반도체 공학 연습문제 풀이집",김동명 ,,2013-05-31,9788998756239
마이크로서비스 아키텍처 구축,샘 뉴먼 ,정성권 ,2017-03-01,9788968483417
"IT CookBook, 반도체 공학 : 그림으로 보여주는 반도체의 핵심 원리",김동명 ,,2013-08-13,9788998756529
"IT CookBook, C# 프로그래밍 2판",윤인성 ,,2021-01-05,9791156645238
고성능 파이썬(2판),"미샤 고렐릭 , 이안 오스발트 ",오현석 ,2021-05-10,9791162244210
파이썬으로 살펴보는 아키텍처 패턴,"해리 퍼시벌 , 밥 그레고리 ",오현석 ,2021-06-03,9791162244319
포르잔 C++ 바이블,"Behrouz A. Forouzan , Richard F. Gilberg ",윤인성 ,2020-08-31,9791156645030
러닝 리액트(2판),"알렉스 뱅크스 , 이브 포셀로 ",오현석 ,2021-07-01,9791162244494
포르잔 C++ 에센셜,"Behrouz A. Forouzan , Richard F. Gilberg ",윤인성 ,2020-11-10,9791156645061
"자바 8 인 액션 : 람다, 스트림, 함수형 프로그래밍으로 새로워진 자바 마스터하기","라울-게이브리얼 우르마 , 마리오 푸스코 , 앨런 마이크로프트 ",우정은 ,2015-03-19,9788968481796
좋은 사진을 만드는 김주원의 풍경사진,김주원 ,,2015-03-28,9788968481833
엑셀 데이터 분석 바이블,최준선 ,,2021-04-30,9791162244258
"IT CookBook, 반도체 공학(개정판)",김동명 ,,2017-02-17,9791156643142
"IT CookBook, 자바스크립트 프로그래밍 입문(2판)",윤인성 ,,2022-01-03,9791156645887
"IT CookBook, 전자기학 : 풍부한 그림으로 형상화하여 이해하는 전자기학의 핵심",김동명 ,,2020-12-17,9791156645184
팀을 위한 Git,엠마 제인 호그빈 웨스트비 ,최병현 ,2016-09-01,9788968488337
"IT CookBook, HTML5 웹 프로그래밍 입문(3판)",윤인성 ,,2019-07-20,9791156644552
맥 사용자를 위한 엑셀+파워포인트+워드 2016 : Office for Mac,장경호 ,,2016-02-26,9788968482595
엑셀 함수&수식 바이블 : 실무에 최적화된 엑셀 사용서 (모든 버전 사용 가능),최준선 ,,2020-12-07,9791162243701
좋은 사진을 만드는 김주원의 DSLR 사진 입문  : 누구에게도 묻지 못했던 사진에 관한 87가지 질문,김주원 ,,2013-06-11,9788968480232
스콧 켈비의 사진가를 위한 포토샵 CS6,스콧 켈비(Scott Kelby) ,홍성희 ,2013-07-09,9788968480324
회사에서 바로 통하는 실무 엑셀,한은숙 ,,2019-03-31,9791162241691
회사에서 바로 통하는 엑셀 실무 강의,전미진 ,,2018-08-30,9791162241004
회사에서 바로 통하는 엑셀+파워포인트+워드 2016&한글 NEO&윈도우 10,"전미진 , 이화진 , 신면철 , 박광수 ",,2018-02-05,9791162240267
맛있는 디자인 라이트룸 CC,김주원 ,,2019-08-01,9791162242056
회사에서 바로 통하는 엑셀+파워포인트 2016&한글 NEO&윈도우 10,"전미진 , 이화진 , 신면철 , 박광수(아크몬드) ",,2018-01-02,9791162240250
"IT CookBook, 핵심이 보이는 전자회로",신경욱 ,,2014-07-22,9791156641308
회사에서 바로 통하는 실무 엑셀 최강 업무 활용법,전미진 ,,2019-11-30,9791162242292
"IT CookBook, 처음 만나는 전자기학",곽동주 ,,2016-06-28,9791156642602
"IT CookBook, 자바스크립트 프로그래밍 입문",윤인성 ,,2016-12-15,9791156642787
포토샵 디자인 스타일북 : 6 TYPES 20 STYLES,김혜경 ,,2013-05-28,9788968480218
맛있는 디자인 포토샵 CS6,"임화연 , 이세련 , 이해령 ",,2013-02-28,9788968480010
"IT CookBook, 초보자의 첫 번째 엑셀 2010",양숙희 ,,2013-03-12,9788998756109
맥 쓰는 사람들과 함께하는 Mac OS X 바이블,고래돌이(김상우) ,,2015-01-27,9788968481628
"IT CookBook, 컴퓨터 활용 : 윈도우 7, 한글 2010, 엑셀 2010, 파워포인트 2010","김주영 , 정영준 ",,2013-03-20,9788998756154
도와주세요! 맥북이 생겼어요 : Mac OS X Yosemite 요세미티,김경범 ,,2014-11-28,9788968481338
키노트 6.x 프레젠테이션 : 키노트 사용자를 위한 기본+활용법,윤춘근 ,,2014-06-20,9788968481123
"IT CookBook, HTML5 웹 프로그래밍 입문(개정판)",윤인성 ,,2016-12-26,9791156643074
"IT CookBook, 초보자의 첫 번째 파워포인트 2010",최희식 ,,2013-07-28,9788998756536
엑셀 2013 바이블 : 회사에서 필요한 기능은 모두 있다,최준선 ,,2013-06-25,9788968480270
"IT CookBook, enjoy design 포토샵 CS6",이영주 ,,2013-07-28,9788998756352
10년차 디자이너에게 1:1로 배우는 일러스트레이터 디자인 강의,장보경(앤하우스) ,,2014-01-08,9788968480768
좋은 사진을 만드는 정승익의 사진 구도(전면개정판),정승익 ,,2013-11-27,9788968480676
"IT CookBook, New 인터넷 이해와 활용",김경신 ,,2014-01-09,9788998756703
"IT CookBook, 전자회로 : 핵심 개념부터 응용까지","강문식 , 신경욱 ",,2013-07-25,9788998756482
"IT CookBook, CMOS 디지털 집적회로 설계 : 기본 이론부터 실습까지",신경욱 ,,2014-05-30,9791156641100
"IT CookBook, 핵심이 보이는 전자회로 with PSPICE(개정판)",신경욱 ,,2018-04-30,9791156643883
10년차 디자이너에게 1:1로 배우는 포토샵 디자인 강의,정다영 ,,2015-01-28,9788968481666
"IT CookBook, 초보자의 첫 번째 워드 2010",최희식 ,,2014-02-19,9788998756987
"IT CookBook, 단계별로 배우는 전자회로 실험 : 기본 소자부터 응용 회로까지",이강윤 ,,2014-06-05,9791156641117
"IT CookBook, 핵심이 보이는 전자회로 실험 with PSPICE",신경욱 ,,2017-11-30,9791156643654
Make: Technology on Your Time Volume 03,오라일리 / 메이크 미디어 (Make Media) ,한빛미디어 / Make ,2012-04-02,9788979149128
맥 쓰는 사람들의 macOS 모하비,고래돌이 ,,2018-10-10,9791162241219
Make: Technology on Your Time Volume 04,오라일리 / 메이크 미디어 (Make Media) ,한빛미디어 / Make ,2012-09-28,9788979149586
"IT CookBook, 컴퓨터 활용과 실습 2016",김주영 ,,2019-07-15,9791156644507
Make: Technology on Your Time Volume 05,오라일리 미디어 (메이크 편집부) ,한빛미디어 / Make ,2013-03-07,9788979149753
slide:ology - 위대한 프레젠테이션을 만드는 예술과 과학,낸시 두아르떼(Nancy Duarte) ,서환수 ,2010-03-08,9788979147308
키노트 프레젠테이션(키노트 사용자를 위한 기본+활용법),윤춘근 ,,2011-11-21,9788979148787
Make: Technology on Your Time Volume 08,메이크 미디어 (Make Media) ,한빛미디어 / Make ,2015-06-28,9788968480836
"IT CookBook, New 정보통신개론 : 기본 이론부터 사물인터넷 개념까지",고응남 ,,2015-07-03,9791156641957
"IT CookBook, UI/UX 디자인 이론과 실습",이영주 ,,2015-09-23,9791156642022
좋은 사진을 만드는 ZAKO의 77가지 사진 잘 찍는 법,ZAKO 그룹 ,,2013-10-26,9788968480508
"IT CookBook, 초보자의 첫 번째 컴퓨터와 인터넷 활용",최희식 ,,2009-11-05,9788979147001
"IT CookBook, enjoy design 일러스트레이터 CS6","김경진 , 김부치 ",,2014-01-03,9788998756727
"IT CookBook, 초연결 사회의 데이터통신과 네트워킹",강문식 ,,2020-06-30,9791156644927
"IT CookBook, 디지털 집적회로 해석 및 설계","데이비드 하지즈 , 호레스 잭슨 , 레스베 살레 ",김대정 ,2010-08-20,9788979147513
"IT CookBook, 모바일 UI/UX 디자인 실무",이영주 ,,2018-07-09,9791156644088
일러스트레이터 실무 강의,장보경 ,,2020-12-31,9791162243787
"IT CookBook, 아날로그 CMOS 집적회로 설계 : Design of Analog CMOS Integrated Circuits",버자드 라자비(Behzad Razavi) ,"김대정 , 이강윤 , 이종창 ",2009-05-15,9788979146721
"IT CookBook, design school 포토샵 & 일러스트레이터 CC 2019",이영주 ,,2019-06-06,9791156644477
"IT CookBook, design school 일러스트레이터 CC",이영주 ,,2018-11-30,9791156643920
"IT CookBook, 파워포인트 2010 실무와 활용",고경희 ,,2014-02-24,9788998756949
